80,80,0,103,0,0,75,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,80
80,80,75,102,0,81,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,81
81,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,80,81
0,81,80,80,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,80,0,80
0,80,0,80,0,0,0,80,0,76,0,0,104,0,0,0,0,0,103,0,0,0,0,104,0,0,0,0,80,80,80,80
0,0,0,0,81,0,80,80,80,80,0,99,100,99,99,99,0,99,101,99,99,0,99,100,99,75,99,99,80,0,80,0
0,80,0,0,0,80,0,80,0,0,0,80,80,80,80,80,63,80,80,80,80,0,80,80,80,80,80,80,0,80,80,107
0,0,0,80,0,0,0,0,0,0,80,0,81,80,80,80,62,80,80,80,0,0,81,80,80,80,81,0,80,0,0,80
81,0,0,84,0,0,81,0,80,81,0,0,80,80,0,0,62,0,81,0,0,80,0,0,0,0,0,0,0,81,0,0
80,0,0,0,0,0,0,0,0,0,80,0,0,0,80,0,62,0,0,80,0,80,80,0,0,0,0,0,80,0,80,0
0,75,0,0,79,0,0,0,0,0,0,81,0,0,0,0,62,0,80,0,80,0,0,0,80,81,0,0,84,0,0,81
0,80,0,0,0,0,75,0,0,0,0,80,0,0,0,0,62,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80
0,0,0,0,0,0,80,0,81,0,0,0,0,0,0,80,80,80,0,0,0,81,0,0,0,0,0,75,0,0,0,80
80,81,0,0,81,0,0,80,0,0,80,81,0,75,0,0,0,0,0,0,0,0,0,80,0,0,0,80,0,80,63,0
0,0,80,0,0,0,0,0,0,81,0,0,0,80,0,0,0,81,0,80,0,80,0,81,0,0,0,0,0,0,62,80
0,0,0,0,0,81,80,0,0,0,0,0,81,0,0,0,0,80,0,0,81,0,0,0,0,0,80,0,0,81,62,0
81,0,0,80,0,80,0,0,0,0,80,0,0,0,80,81,0,0,80,0,0,0,0,0,78,81,0,0,0,80,62,0
0,80,0,0,0,80,0,0,81,0,0,0,80,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,80,0,62,80
0,0,81,0,0,84,0,0,80,0,0,80,0,0,0,0,81,80,0,0,0,82,0,0,0,0,0,81,0,0,62,80
0,0,0,80,0,0,0,0,0,0,0,81,0,80,0,0,80,0,81,80,0,0,0,103,0,0,0,0,0,80,62,0
0,80,0,0,0,64,63,64,64,80,80,0,0,0,0,0,0,0,0,0,0,81,0,101,75,0,0,0,0,0,62,81
81,0,0,0,0,0,62,0,0,0,0,0,0,0,0,80,0,0,80,0,0,80,0,80,80,0,75,0,0,0,62,0
80,0,82,103,0,0,62,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,80,0,0,80,62,80
0,80,81,102,75,0,62,0,0,0,104,0,0,0,102,0,0,0,0,0,0,0,0,81,0,0,0,80,81,0,62,0
0,0,0,80,80,0,62,0,0,0,102,75,77,75,80,0,81,80,61,61,61,61,80,0,80,0,0,80,80,0,62,0
80,0,0,0,0,83,62,0,75,0,80,80,0,80,0,0,80,80,54,54,54,80,80,0,0,0,0,0,0,0,62,80
0,80,80,81,0,80,80,80,80,0,0,0,81,0,0,0,0,80,80,80,80,80,0,0,81,0,82,0,0,0,80,0
80,80,80,80,0,0,81,80,0,81,0,0,0,0,80,0,0,0,80,80,0,81,0,80,0,0,0,0,0,0,0,81
80,0,80,80,80,80,0,0,0,80,0,80,0,0,81,80,0,81,0,0,0,0,80,0,0,80,0,63,80,0,80,80
80,80,80,80,80,0,0,80,80,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,62,0,0,0,80
80,80,80,0,80,81,80,80,80,80,0,81,0,80,0,0,0,0,84,0,0,79,0,0,80,81,0,62,0,80,0,0
80,80,80,80,80,81,0,80,80,80,80,0,0,80,0,0,0,75,0,0,0,0,0,0,0,80,0,62,0,0,81,0
80,0,80,80,80,80,0,81,80,80,0,0,0,84,0,0,0,80,0,64,63,0,0,0,0,0,0,62,80,0,0,80
80,80,80,80,80,80,81,0,80,80,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,80,0,0,0,81
80,80,0,81,80,80,80,0,80,80,82,0,0,0,0,0,104,0,0,0,0,0,83,80,0,80,0,0,81,0,80,80
80,81,0,0,0,80,80,81,80,80,81,0,75,0,0,0,103,0,0,75,0,0,80,0,0,0,0,0,80,80,80,0
80,0,105,0,106,81,81,0,80,80,80,0,80,0,75,77,102,75,0,80,0,80,80,0,80,0,80,80,0,80,80,80
80,80,80,80,80,80,80,80,80,80,80,80,81,0,80,0,80,80,0,81,80,0,80,80,80,80,0,0,80,0,80,80
80,80,80,80,80,80,80,80,80,61,80,80,80,80,80,80,80,80,80,80,80,80,80,80,61,80,80,80,80,80,80,80
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
